iter	Logloss
428	0.02633111888
429	0.02621007083
430	0.0261358402
431	0.02605655839
432	0.02592768928
433	0.02582147908
434	0.02571079273
435	0.02558193113
436	0.02548808206
437	0.02542109748
438	0.02532630695
439	0.02521936764
440	0.02511487688
441	0.02499473647
442	0.02484893799
443	0.02473070304
444	0.02462686811
445	0.02448410636
446	0.02441089799
447	0.02434283853
448	0.02423707558
449	0.02410417942
450	0.02403299867
451	0.02391799776
452	0.02385467003
453	0.02375769028
454	0.02363829589
455	0.0235371895
456	0.02343858428
457	0.02336847841
458	0.02331178787
459	0.02325557277
460	0.02317744476
461	0.02306838388
462	0.02300474796
463	0.0228994999
464	0.02280537648
465	0.02270239092
466	0.02264095175
467	0.02256157786
468	0.02247711332
469	0.02238541777
470	0.02228313502
471	0.02217367952
472	0.02207980978
473	0.02196984502
474	0.02189842938
475	0.02179529162
476	0.02175365504
477	0.02167845101
478	0.0216123083
479	0.02154261021
480	0.02145549981
481	0.02136629978
482	0.02131011662
483	0.0212326576
484	0.02117272739
485	0.02113252273
486	0.02105388547
487	0.02096268978
488	0.02090385136
489	0.02085020131
490	0.02075944722
491	0.02069095555
492	0.0206000718
493	0.02053327138
494	0.02047685896
495	0.02041428477
496	0.02030728157
497	0.02023348691
498	0.02017844064
499	0.02010118456
