iter	Logloss
0	0.6272101943
1	0.5749108225
2	0.5342194957
3	0.4999273591
4	0.4762831213
5	0.4541159343
6	0.4348125589
7	0.4202865225
8	0.4060070921
9	0.396475355
10	0.3840987483
11	0.37490968
12	0.364548857
13	0.3536306597
14	0.3451321005
15	0.3394045975
16	0.3335324442
17	0.3255907782
18	0.3193483249
19	0.3142243484
20	0.3091719303
21	0.3055038377
22	0.3014370622
23	0.2963966107
24	0.2917778429
25	0.2857904143
26	0.2816282676
27	0.2784639105
28	0.2748021619
29	0.271126252
30	0.2679726887
31	0.2652016626
32	0.2627110674
33	0.2591995916
34	0.2561085969
35	0.2530396109
36	0.2501611268
37	0.2479424688
38	0.2455415322
39	0.2425847847
40	0.2398737715
41	0.2375775267
42	0.235220367
43	0.2322639653
44	0.229852761
45	0.2272298578
46	0.2251116372
47	0.2235283161
48	0.2211663007
49	0.2194862854
50	0.2173641712
51	0.2148185692
52	0.2130639739
53	0.2116196355
54	0.2103489166
55	0.2084942296
56	0.206634311
57	0.204701932
58	0.2030390396
59	0.2013195169
60	0.1993624081
61	0.1973116569
62	0.1959258432
63	0.1944252954
64	0.1930548006
65	0.1919704794
66	0.1902801514
67	0.1889706466
68	0.1875201446
69	0.1862622491
70	0.1846383983
71	0.1831569878
72	0.1820113459
73	0.180407805
74	0.1791218725
75	0.1776567431
76	0.176478945
77	0.1754370328
78	0.1743699999
79	0.1730006627
80	0.1716550028
81	0.1701122566
82	0.1688101332
83	0.1678297221
84	0.166278467
85	0.1644938652
86	0.1634043877
87	0.1621215369
88	0.1608144676
89	0.1599475278
90	0.1586997197
91	0.1578177917
92	0.1568075095
93	0.1557004431
94	0.1549580842
95	0.1538609397
96	0.1524079421
97	0.1507712378
98	0.1495000229
99	0.1485843151
100	0.1475879838
101	0.1463650708
102	0.145159882
103	0.1436477436
104	0.142683779
105	0.141577419
106	0.1405308615
107	0.139239081
108	0.1383651658
109	0.1373444205
110	0.1363694064
111	0.1350314136
112	0.1339169958
113	0.1331781246
114	0.1321718714
115	0.131357939
116	0.1303415684
117	0.1292773317
118	0.1285249757
119	0.1277240321
120	0.1268493201
121	0.1260351698
122	0.1249976247
123	0.1239561485
124	0.1229781278
125	0.1223077483
126	0.1213099588
127	0.1205648789
128	0.1198587878
129	0.1189503712
130	0.1182230682
131	0.1174755153
132	0.1166596286
133	0.1159094524
134	0.1150771493
135	0.1141996637
136	0.1135364927
137	0.1126826169
138	0.1119642211
139	0.1112220351
140	0.110370775
141	0.1097067321
142	0.1090670806
143	0.1083360418
144	0.1076414362
145	0.1070585956
146	0.1064113072
147	0.1056238485
148	0.1049994708
149	0.1043834517
150	0.1036806905
151	0.1030145655
152	0.1022169292
153	0.1016336225
154	0.1010208957
155	0.100488627
156	0.09981576703
157	0.09921052679
158	0.09874057864
159	0.0981719219
160	0.09759572598
161	0.09692861623
162	0.09630344936
163	0.09565273341
164	0.09498739008
165	0.09441163011
166	0.09372821676
167	0.09319324212
168	0.09267399229
169	0.09203277738
170	0.0914186224
171	0.09080638416
172	0.09020832231
173	0.08965478155
174	0.0889370923
175	0.08836560179
176	0.08793566474
177	0.08741107057
178	0.08685870241
179	0.08629282684
180	0.08581536955
181	0.0853159787
182	0.08482832885
183	0.08438492949
184	0.08378207202
185	0.0833192271
186	0.08291002847
187	0.08243576576
188	0.08203918758
189	0.0815534244
190	0.08095682078
191	0.08048028805
192	0.0799687954
193	0.07947494432
194	0.07900416182
195	0.0785615066
196	0.07817612822
197	0.07780467066
198	0.07732879188
199	0.07682321483
200	0.07638255904
201	0.07598084699
202	0.07552766847
203	0.07512836926
204	0.0747707273
205	0.07441109343
206	0.07398588434
207	0.07363142944
208	0.0731778375
209	0.07264094611
210	0.07227213441
211	0.07174601437
212	0.07129934527
213	0.07081952776
214	0.07041093798
215	0.06993218032
216	0.06962087847
217	0.06923341046
218	0.06886043455
219	0.06839068183
220	0.06807311861
221	0.067820176
222	0.06749566741
223	0.06710130663
224	0.06672040066
225	0.06635593358
226	0.06594912524
227	0.06563088553
228	0.0652930349
229	0.06494496914
230	0.06439844893
231	0.0640666567
232	0.06374376419
233	0.0633729681
234	0.06297222194
235	0.06274974053
236	0.06244200157
237	0.06220024748
238	0.0619019607
239	0.06159222232
240	0.06121706657
241	0.06095476949
242	0.0606207561
243	0.06024067696
244	0.0598778673
245	0.05958282396
246	0.05926564033
247	0.05905694821
248	0.05880342305
249	0.05849295555
250	0.05815980658
251	0.05779829354
252	0.05750628692
253	0.05715303468
254	0.05689705534
255	0.05663621273
256	0.05630254135
257	0.05588354853
258	0.05557455429
259	0.0553325935
260	0.05504324777
261	0.05476441783
262	0.05445692692
263	0.05418190792
264	0.05392510926
265	0.0536692577
266	0.05340219131
267	0.0531350272
268	0.05283324895
269	0.05262213646
270	0.05243440825
271	0.05213564041
272	0.051860099
273	0.05164474713
274	0.05139623182
275	0.05114770523
276	0.05098752553
277	0.05073942363
278	0.05047907712
279	0.05016691462
280	0.04995563676
281	0.04971756959
282	0.04949173575
283	0.04932961675
284	0.04913167343
285	0.0488791555
286	0.04868302369
287	0.04843554567
288	0.04818872912
289	0.04787362761
290	0.0476261496
291	0.04738432786
292	0.04715089093
293	0.04692811261
294	0.04672236701
295	0.04650857108
296	0.04631869311
297	0.0461043184
298	0.04597097688
299	0.04577159412
300	0.0454940608
301	0.04530048088
302	0.04504188199
303	0.04475151024
304	0.0445471214
305	0.04436602663
306	0.04419222301
307	0.04399852283
308	0.04378442623
309	0.04358127387
310	0.04338324035
311	0.04322652582
312	0.04301106495
313	0.04275539004
314	0.04258796805
315	0.04239060726
316	0.04219339305
317	0.04198746329
318	0.04181312599
319	0.04162998293
320	0.04142442901
321	0.04123528015
322	0.04107300707
323	0.04090653593
324	0.04070745759
325	0.04047735806
326	0.04030991728
327	0.04012616914
328	0.03991221912
329	0.03968958361
330	0.03953731142
331	0.0393205389
332	0.03913891421
333	0.03899810866
334	0.03884468642
335	0.03871825646
336	0.03857471485
337	0.03845695157
338	0.03820676757
339	0.03804509205
340	0.03787956802
341	0.03768633011
342	0.03743390614
343	0.03728989474
344	0.03708907254
345	0.03687085683
346	0.03666146189
347	0.03655970907
348	0.03641149211
349	0.03623832364
350	0.03608964441
351	0.03583104928
352	0.03566606644
353	0.0355122834
354	0.03536677995
355	0.03523251388
356	0.03507180425
357	0.03491393592
358	0.03480828948
359	0.0346836635
360	0.0345395807
361	0.03443841417
362	0.0342688086
363	0.0341635643
364	0.03395708582
365	0.0338088651
366	0.03363545235
367	0.03347688872
368	0.03329031808
369	0.03316028764
370	0.03301877177
371	0.03290025683
372	0.03273070387
373	0.03257475228
374	0.03240450403
375	0.03230113138
376	0.03217061987
377	0.0320567878
378	0.03193227834
379	0.03181470298
380	0.03165008846
381	0.0315389511
382	0.03143278977
383	0.03134424745
384	0.03122078844
385	0.03112621213
386	0.03099130339
387	0.03087229611
388	0.03071767309
389	0.03057595991
390	0.03049289534
391	0.03036232558
392	0.03020019343
393	0.03010016192
394	0.02998343782
395	0.02986139758
396	0.02970222135
397	0.02958267851
398	0.02945723134
399	0.02937137998
400	0.02924502143
401	0.02916247739
402	0.0290957371
403	0.02903705841
404	0.02894289364
405	0.02883810786
406	0.02870082385
407	0.02856500936
408	0.02845120735
409	0.02838324373
410	0.02828397704
411	0.02813911062
412	0.02801598986
413	0.02793248745
414	0.02779692476
415	0.02770623268
416	0.02761482276
417	0.02751587177
418	0.02740927259
419	0.02729609071
420	0.02715625857
421	0.02703286345
422	0.02692322379
423	0.02684083384
424	0.02673902653
425	0.02666033289
426	0.02655042263
427	0.02646129589
